id	name	name_en	name_zh-CN	name_zh-TW
5100058	浮花の園[危険度：Ⅸ]をクリアしよう	Clear Driftblossom Marsh [Risk 9]	通关浮花之园[危险度：IX]吧	通關浮花之園[危險度：IX]
5100059	きらめく裂け目[危険度：Ⅸ]をクリアしよう	Clear Sparkling Crevasse [Risk 9]	通关璀璨裂隙[危险度：IX]吧	通關閃耀的裂縫[危險度：IX]
5100060	深淵の花園[危険度：Ⅸ]をクリアしよう	Clear Abyss Garden [Risk 9]	通关深渊花园[危险度：IX]吧	通關深淵花園[危險度：IX]
5100061	花咲ヶ浜[危険度：Ⅸ]をクリアしよう	Clear Blooming Cape [Risk 9]	通关繁花海滩[危险度：IX]吧	通關花卉綻放的海濱[危險度：IX]
5100062	小滝岩場[危険度：Ⅸ]をクリアしよう	Clear Rocky Waterfall [Risk 9]	通关小瀑布岩滩[危险度：IX]吧	通關小瀑布岩石區[危險度：IX]
5100063	回廊[危険度：Ⅸ]をクリアしよう	Clear Cloister [Risk 9]	通关回廊[危险度：IX]吧	通關迴廊[危險度：IX]
5100064	追憶の間[危険度：Ⅸ]をクリアしよう	Clear Memory Hall [Risk 9]	通关追忆之间[危险度：IX]吧	通關追憶之間[危險度：IX]
5100065	灰色の裾[危険度：Ⅸ]をクリアしよう	Clear Ashen Hem [Risk 9]	通关灰色的衣摆[危险度：IX]吧	通關灰色之裾[危險度：IX]
5100066	竜鳴の峰[危険度：Ⅸ]をクリアしよう	Clear Dragon's Peak [Risk 9]	通关龙鸣山峰[危险度：IX]吧	通關龍鳴之峰[危險度：IX]
5100067	草深き広野[危険度：Ⅸ]をクリアしよう	Clear Deep Grasslands [Risk 9]	通关深草旷野[危险度：IX]吧	通關草叢茂密的曠野[危險度：IX]
5100068	煌々たる湧泉[危険度：Ⅸ]をクリアしよう	Clear Shimmering Springs [Risk 9]	通关灿烂涌泉[危险度：IX]吧	通關燦爛耀眼的湧泉[危險度：IX]
5100069	停滞の坑道[危険度：Ⅸ]をクリアしよう	Clear Abandoned Mineshaft [Risk 9]	通关停滞的矿道[危险度：IX]吧	通關停滯的坑道[危險度：IX]
5100070	大望の軌道[危険度：Ⅸ]をクリアしよう	Clear Trail of Aspirations [Risk 9]	通关大志的轨道[危险度：IX]吧	通關宏願的坑道[危險度：IX]
5100071	白銀の山稜[危険度：Ⅸ]をクリアしよう	Clear Silver Ridge [Risk 9]	通关白银山脊[危险度：IX]吧	通關白銀山嶺[危險度：IX]
5100072	深雪の断崖[危険度：Ⅸ]をクリアしよう	Clear Deep Snow Bluff [Risk 9]	通关深雪断崖[危险度：IX]吧	通關深雪斷崖[危險度：IX]
5100073	天目指す昏き楼閣[危険度：Ⅸ]をクリアしよう	Clear Celestial Gloom Tower [Risk 9]	通关昏暗之冲天楼阁[危险度：IX]吧	通關聳入雲霄的昏暗樓閣[危險度：IX]
5100074	夢の残滓へ続く抜け道[危険度：Ⅸ]をクリアしよう	Clear Passage to the Remnants of Dreams [Risk 9]	通关通往梦境残渣的近道[危险度：IX]吧	通關通往夢想殘渣的小徑[危險度：IX]
5100075	安らぎの庭園[危険度：Ⅸ]をクリアしよう	Clear Garden of Serenity [Risk 9]	通关安宁庭院[危险度：IX]吧	通關寧靜庭園[危險度：IX]
5100076	花香の通い路[危険度：Ⅸ]をクリアしよう	Clear The Fragrant Path [Risk 9]	通关花香小路[危险度：IX]吧	通關花香小徑[危險度：IX]
5100077	黄金の砂海[危険度：Ⅸ]をクリアしよう	Clear Sea of Golden Sand [Risk 9]	通关黄金沙海[危险度：IX]吧	通關黃金砂海[危險度：IX]
5100078	鏡の砂城[危険度：Ⅸ]をクリアしよう	Clear Mirror Sandcastle [Risk 9]	通关镜之沙城[危险度：IX]吧	通關鏡之砂城[危險度：IX]
5100079	生物の楽園[危険度：Ⅸ]をクリアしよう	Clear Creature's Paradise [Risk 9]	通关生物的乐园[危险度：IX]吧	通關生物樂園[危險度：IX]
5100080	災厄を呑む樹海[危険度：Ⅸ]をクリアしよう	Clear Forest That Swallows Disasters [Risk 9]	通关吞噬灾厄之树海[危险度：IX]吧	通關吞噬災厄的樹海[危險度：IX]
5100081	底なしの奈落[危険度：Ⅸ]をクリアしよう	Clear Bottomless Pit [Risk 9]	通关无底地狱[危险度：IX]吧	通關無底地獄[危險度：IX]
5100082	異界への螺旋[危険度：Ⅸ]をクリアしよう	Clear Spiral into Another World [Risk 9]	通关通往异界的螺旋[危险度：IX]吧	通關通往異界的螺旋[危險度：IX]
5100083	見下ろしの台地[危険度：Ⅸ]をクリアしよう	Clear Watcher's Plateau [Risk 9]	通关俯瞰台地[危险度：IX]吧	通關俯視一切的高地[危險度：IX]
5100084	世界の屋根[危険度：Ⅸ]をクリアしよう	Clear The Roof of the World [Risk 9]	通关世界屋脊[危险度：IX]吧	通關世界屋脊[危險度：IX]
5200001	ロマン大武闘大会に挑戦しよう	Join Roman's Grand Tournament	挑战罗曼的大武斗大会吧	挑戰羅曼大武鬥大會吧
5200002	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	Deal a total of 100,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出100,000以上的总伤害	在羅曼大武鬥大會中達成100,000以上的總傷害吧
5200003	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	Deal a total of 200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出200,000以上的总伤害	在羅曼大武鬥大會中達成200,000以上的總傷害吧
5200004	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	Deal a total of 300,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出300,000以上的总伤害	在羅曼大武鬥大會中達成300,000以上的總傷害吧
5200005	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	Deal a total of 400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出400,000以上的总伤害	在羅曼大武鬥大會中達成400,000以上的總傷害吧
5200006	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
5200007	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
5200008	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう	Deal a total of 600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出600,000以上的总伤害	在羅曼大武鬥大會中達成600,000以上的總傷害吧
5200009	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう	Deal a total of 700,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出700,000以上的总伤害	在羅曼大武鬥大會中達成700,000以上的總傷害吧
5200010	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう	Deal a total of 800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出800,000以上的总伤害	在羅曼大武鬥大會中達成800,000以上的總傷害吧
5200011	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう	Deal a total of 900,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出900,000以上的总伤害	在羅曼大武鬥大會中達成900,000以上的總傷害吧
5200012	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧
5200013	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧
5700001	ロマン大武闘大会に挑戦しよう	ロマン大武闘大会に挑戦しよう	ロマン大武闘大会に挑戦しよう	ロマン大武闘大会に挑戦しよう
5700002	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう
5700003	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう
5700004	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう
5700005	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう
5700006	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう
5700007	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう
5700008	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう
5700009	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう
5700010	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう
5700011	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう
5700012	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう
5700013	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう
5700014	ロマン大武闘大会でトータルダメージ1,200,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,200,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,200,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,200,000ダメージ以上を出そう
5700015	ロマン大武闘大会でトータルダメージ1,400,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,400,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,400,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,400,000ダメージ以上を出そう
5700016	ロマン大武闘大会でトータルダメージ1,600,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,600,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,600,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,600,000ダメージ以上を出そう
5700017	ロマン大武闘大会でトータルダメージ1,800,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,800,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,800,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ1,800,000ダメージ以上を出そう
5700018	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう
5700019	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう
5700020	ロマン大武闘大会でトータルダメージ2,200,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,200,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,200,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,200,000ダメージ以上を出そう
5700021	ロマン大武闘大会でトータルダメージ2,400,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,400,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,400,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,400,000ダメージ以上を出そう
5700022	ロマン大武闘大会でトータルダメージ2,600,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,600,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,600,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,600,000ダメージ以上を出そう
5700023	ロマン大武闘大会でトータルダメージ2,800,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,800,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,800,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ2,800,000ダメージ以上を出そう
5700024	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう
5700025	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう
5900001	ロマン大武闘大会に挑戦しよう	Join Roman's Grand Tournament	挑战罗曼的大武斗大会吧	挑戰羅曼大武鬥大會吧
5900002	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	Deal a total of 100,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出100,000以上的总伤害	在羅曼大武鬥大會中達成100,000以上的總傷害吧！
5900003	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	Deal a total of 200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出200,000以上的总伤害	在羅曼大武鬥大會中達成200,000以上的總傷害吧！
5900004	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	Deal a total of 300,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出300,000以上的总伤害	在羅曼大武鬥大會中達成300,000以上的總傷害吧！
5900005	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	Deal a total of 400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出400,000以上的总伤害	在羅曼大武鬥大會中達成400,000以上的總傷害吧！
5900006	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧！
5900007	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧！
5900008	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう	Deal a total of 600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出600,000以上的总伤害	在羅曼大武鬥大會中達成600,000以上的總傷害吧！
5900009	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう	Deal a total of 700,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出700,000以上的总伤害	在羅曼大武鬥大會中達成700,000以上的總傷害吧！
5900010	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう	Deal a total of 800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出800,000以上的总伤害	在羅曼大武鬥大會中達成800,000以上的總傷害吧！
5900011	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう	Deal a total of 900,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出900,000以上的总伤害	在羅曼大武鬥大會中達成900,000以上的總傷害吧！
5900012	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧！
5900013	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧！
5900014	ロマン大武闘大会でトータルダメージ1,200,000ダメージ以上を出そう	Deal a total of 1,200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,200,000以上的总伤害	在羅曼大武鬥大會中達成1,200,000以上的總傷害吧！
5900015	ロマン大武闘大会でトータルダメージ1,400,000ダメージ以上を出そう	Deal a total of 1,400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,400,000以上的总伤害	在羅曼大武鬥大會中達成1,400,000以上的總傷害吧！
5900016	ロマン大武闘大会でトータルダメージ1,600,000ダメージ以上を出そう	Deal a total of 1,600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,600,000以上的总伤害	在羅曼大武鬥大會中達成1,600,000以上的總傷害吧！
5900017	ロマン大武闘大会でトータルダメージ1,800,000ダメージ以上を出そう	Deal a total of 1,800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,800,000以上的总伤害	在羅曼大武鬥大會中達成1,800,000以上的總傷害吧！
5900018	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう	Deal a total of 2,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,000,000以上的总伤害	在羅曼大武鬥大會中達成2,000,000以上的總傷害吧！
5900019	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう	Deal a total of 2,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,000,000以上的总伤害	在羅曼大武鬥大會中達成2,000,000以上的總傷害吧！
5900020	ロマン大武闘大会でトータルダメージ2,200,000ダメージ以上を出そう	Deal a total of 2,200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,200,000以上的总伤害	在羅曼大武鬥大會中達成2,200,000以上的總傷害吧！
5900021	ロマン大武闘大会でトータルダメージ2,400,000ダメージ以上を出そう	Deal a total of 2,400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,400,000以上的总伤害	在羅曼大武鬥大會中達成2,400,000以上的總傷害吧！
5900022	ロマン大武闘大会でトータルダメージ2,600,000ダメージ以上を出そう	Deal a total of 2,600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,600,000以上的总伤害	在羅曼大武鬥大會中達成2,600,000以上的總傷害吧！
5900023	ロマン大武闘大会でトータルダメージ2,800,000ダメージ以上を出そう	Deal a total of 2,800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,800,000以上的总伤害	在羅曼大武鬥大會中達成2,800,000以上的總傷害吧！
5900024	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう	Deal a total of 3,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出3,000,000以上的总伤害	在羅曼大武鬥大會中達成3,000,000以上的總傷害吧！
5900025	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう	Deal a total of 3,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出3,000,000以上的总伤害	在羅曼大武鬥大會中達成3,000,000以上的總傷害吧！
6600001	ミッション期間中{}日ログインしよう	Log in for {} day(s) during the mission period	在任务期间内登录{}天吧	在任務的活動期間登入{}天
6600002	武器を{}回調合しよう	Synthesize {} weapon(s)	调合{}个武器吧	調合{}個武器
6600003	防具を{}回調合しよう	Synthesize {} piece(s) of armor	调合{}个防具吧	調合{}個防具
6600004	装飾品を{}回調合しよう	Synthesize {} accessory item(s)	调合{}个装饰品吧	調合{}個裝飾品
6600005	スコアバトルを{}回クリアしよう	Clear {} Score Battles	完成{}次积分战斗吧	通關{}次積分戰
6600006	育成クエストを{}回クリアしよう	Clear {} Training Quests	完成{}次育成挑战吧	通關{}次育成挑戰
6600007	「広がるお菓子の輪！」のレベルを{}にしよう	"Level ""Growing Circle of Sweets"" to Lv. {}"	提升“相继赠送的点心！”等级至{}吧	使「擴展開來的點心圈！」的等級提升至{}
66000001	ロマン大武闘大会に挑戦しよう	Join Roman's Grand Tournament	挑战罗曼的大武斗大会吧	挑戰羅曼大武鬥大會吧
66000002	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	Deal a total of 100,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出100,000以上的总伤害	在羅曼大武鬥大會中達成100,000以上的總傷害吧！
66000003	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	Deal a total of 200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出200,000以上的总伤害	在羅曼大武鬥大會中達成200,000以上的總傷害吧！
66000004	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	Deal a total of 300,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出300,000以上的总伤害	在羅曼大武鬥大會中達成300,000以上的總傷害吧！
66000005	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	Deal a total of 400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出400,000以上的总伤害	在羅曼大武鬥大會中達成400,000以上的總傷害吧！
66000006	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧！
66000007	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧！
66000008	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう	Deal a total of 600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出600,000以上的总伤害	在羅曼大武鬥大會中達成600,000以上的總傷害吧！
66000009	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう	Deal a total of 700,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出700,000以上的总伤害	在羅曼大武鬥大會中達成700,000以上的總傷害吧！
66000010	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう	Deal a total of 800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出800,000以上的总伤害	在羅曼大武鬥大會中達成800,000以上的總傷害吧！
66000011	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう	Deal a total of 900,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出900,000以上的总伤害	在羅曼大武鬥大會中達成900,000以上的總傷害吧！
66000012	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧！
66000013	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧！
66000014	ロマン大武闘大会でトータルダメージ1,200,000ダメージ以上を出そう	Deal a total of 1,200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,200,000以上的总伤害	在羅曼大武鬥大會中達成1,200,000以上的總傷害吧！
66000015	ロマン大武闘大会でトータルダメージ1,400,000ダメージ以上を出そう	Deal a total of 1,400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,400,000以上的总伤害	在羅曼大武鬥大會中達成1,400,000以上的總傷害吧！
66000016	ロマン大武闘大会でトータルダメージ1,600,000ダメージ以上を出そう	Deal a total of 1,600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,600,000以上的总伤害	在羅曼大武鬥大會中達成1,600,000以上的總傷害吧！
66000017	ロマン大武闘大会でトータルダメージ1,800,000ダメージ以上を出そう	Deal a total of 1,800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,800,000以上的总伤害	在羅曼大武鬥大會中達成1,800,000以上的總傷害吧！
66000018	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう	Deal a total of 2,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,000,000以上的总伤害	在羅曼大武鬥大會中達成2,000,000以上的總傷害吧！
66000019	ロマン大武闘大会でトータルダメージ2,000,000ダメージ以上を出そう	Deal a total of 2,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,000,000以上的总伤害	在羅曼大武鬥大會中達成2,000,000以上的總傷害吧！
66000020	ロマン大武闘大会でトータルダメージ2,200,000ダメージ以上を出そう	Deal a total of 2,200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,200,000以上的总伤害	在羅曼大武鬥大會中達成2,200,000以上的總傷害吧！
66000021	ロマン大武闘大会でトータルダメージ2,400,000ダメージ以上を出そう	Deal a total of 2,400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,400,000以上的总伤害	在羅曼大武鬥大會中達成2,400,000以上的總傷害吧！
66000022	ロマン大武闘大会でトータルダメージ2,600,000ダメージ以上を出そう	Deal a total of 2,600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,600,000以上的总伤害	在羅曼大武鬥大會中達成2,600,000以上的總傷害吧！
66000023	ロマン大武闘大会でトータルダメージ2,800,000ダメージ以上を出そう	Deal a total of 2,800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出2,800,000以上的总伤害	在羅曼大武鬥大會中達成2,800,000以上的總傷害吧！
66000024	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう	Deal a total of 3,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出3,000,000以上的总伤害	在羅曼大武鬥大會中達成3,000,000以上的總傷害吧！
66000025	ロマン大武闘大会でトータルダメージ3,000,000ダメージ以上を出そう	Deal a total of 3,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出3,000,000以上的总伤害	在羅曼大武鬥大會中達成3,000,000以上的總傷害吧！
69000001	ロマン大武闘大会に挑戦しよう			
