id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
2150	HAPPY NEW YEAR 2025 LEGEND FES[有償限定]				5周限り！有償星導石でガチャを20回引くと\n10回無料！2025/01/18 11:59まで開催			
2153	流星の旅立ち LEGEND FES				新衣装のララとアンペルがPickUP！\n2025/01/25 11:59まで開催			
2154	流星の旅立ち LEGEND FES[有償限定]				5周限り！有償星導石でガチャを20回引くと\n10回無料！2025/01/25 11:59まで開催			
2155	氷凍祭ガチャ LEGEND FES				氷属性のライザ・アーシャがPickUP！\n2025/01/25 11:59まで開催			
2157	親友と歩む未来 イルメリア LEGEND FES				イルメリアが新登場＆PickUP！\n2025/02/15 11:59まで開催			
2158	親友と歩む未来 イルメリア LEGEND FES[有償限定]				5周限り！有償星導石でガチャを20回引くと\n10回無料！2025/02/15 11:59まで開催			
2159	親友と歩む未来 フィリス LEGEND FES				新衣装のフィリス・雷属性のイザナがPickUP！\n2025/02/15 11:59まで開催			
2160	親友と歩む未来 フィリス LEGEND FES[有償限定]				5周限り！有償星導石でガチャを20回引くと\n10回無料！2025/02/15 11:59まで開催			
2161	復刻 アトリエサマー第4弾 LEGEND FES				「「また」の約束」がPickUP！\n2025/01/06 11:59まで開催			
2162	復刻 アトリエサマー第4弾 LEGEND FES[有償限定]				5周限り！有償星導石でガチャを20回引くと\n10回無料！2025/01/06 11:59まで開催			
2163	ロマン大武闘大会年末スペシャル LEGEND FES				「終わらない寄り道」が新登場＆PickUP！\n2025/01/06 11:59まで開催			
2164	ロマン大武闘大会年末スペシャル LEGEND FES[有償限定]				5周限り！有償星導石でガチャを20回引くと\n10回無料！2025/01/06 11:59まで開催			
2165	★3キャラ確定ウィッシュリストガチャ【魔法】				2周限り！STEP2とSTEP5は1回無料！\n選択キャラから1人が確定！2024/12/28 11:59まで開催			
2166	SSRメモリア確定ウィッシュリストガチャ【魔法】				2周限り！STEP2とSTEP5は1回無料！\n選択メモリアから1枚が確定！2024/12/28 11:59まで開催			
2168	はじまりの絆 LEGEND FES				新登場のシア・雷属性のマリーがPickUP！\n2025/01/11 11:59まで開催			
2169	はじまりの絆 LEGEND FES[有償限定]				5周限り！有償星導石でガチャを20回引くと\n10回無料！2025/01/11 11:59まで開催			
2174	SSRメモリア確定ウィッシュリストガチャ【新星】				10周限り！STEP4は1回無料！\n選択メモリアから1枚が確定！2025/02/11 11:59まで開催			
21004	星祈石の花冠				星祈石の花冠			
21005	星祈石の蕾				星祈石の蕾			
21006	星祈石の花冠（メモリア）				星祈石の花冠（メモリア）			
215101	毎日Step1の10回が無料！ 新年記念特別ガチャ				毎日更新！STEP1は10回無料！\nSTEP5は1回無料で★3キャラまたはSSRメモリアが確定！			
215102	毎日Step1の10回が無料！ 新年記念特別ガチャ				毎日更新！STEP1は10回無料！\nSTEP5は1回無料で★3キャラまたはSSRメモリアが確定！			
215103	毎日Step1の10回が無料！ 新年記念特別ガチャ				毎日更新！STEP1は10回無料！\nSTEP5は1回無料で★3キャラまたはSSRメモリアが確定！			
215104	毎日Step1の10回が無料！ 新年記念特別ガチャ				毎日更新！STEP1は10回無料！\nSTEP5は1回無料で★3キャラまたはSSRメモリアが確定！			
215105	毎日Step1の10回が無料！ 新年記念特別ガチャ				毎日更新！STEP1は10回無料！\nSTEP5は1回無料で★3キャラまたはSSRメモリアが確定！			
215106	毎日Step1の10回が無料！ 年の暮れ特別ガチャ				毎日更新！STEP1は10回無料！\nSTEP5は1回無料で★3キャラまたはSSRメモリアが確定！			
215107	毎日Step1の10回が無料！ 年の暮れ特別ガチャ				毎日更新！STEP1は10回無料！\nSTEP5は1回無料で★3キャラまたはSSRメモリアが確定！			
215108	毎日Step1の10回が無料！ 年の暮れ特別ガチャ				毎日更新！STEP1は10回無料！\nSTEP5は1回無料で★3キャラまたはSSRメモリアが確定！			
215109	毎日Step1の10回が無料！ 年の暮れ特別ガチャ				毎日更新！STEP1は10回無料！\nSTEP5は1回無料で★3キャラまたはSSRメモリアが確定！			
215110	毎日Step1の10回が無料！ 年の暮れ特別ガチャ				毎日更新！STEP1は10回無料！\nSTEP5は1回無料で★3キャラまたはSSRメモリアが確定！			
